domain_id,hierarchy
1zyoA01,2.40.10.10.131.1.1
6ku8A02,2.40.10.10.132.4.1
2qy0B02,2.40.10.10.133.1.1
6fezA02,2.40.10.10.137.1.1
1zyoA02,2.40.10.10.137.2.1
3f1sB02,2.40.10.10.139.1.1
4lk4A02,2.40.10.10.140.1.1
1wthD01,2.40.10.10.142.1.1
2pkaA00,2.40.10.10.143.1.1
5hmaA01,2.40.10.10.145.1.1
3fanA01,2.40.10.10.146.1.1
1mbmA01,2.40.10.10.147.1.1
4lk4A01,2.40.10.10.148.1.1
2w5eA02,2.40.10.10.149.1.1
2xxlA02,2.40.10.10.150.1.1
3govB02,2.40.10.10.152.1.1
1mbmA02,2.40.10.10.153.2.1
5lpeB02,2.40.10.10.154.1.1
1ep5A01,2.40.10.10.156.3.1
1autC01,2.40.10.10.157.2.1
4kkdB04,2.40.10.10.158.1.1
1l1jA01,2.40.10.10.159.1.1
2b9lA03,2.40.10.10.160.1.1
1dleB02,2.40.10.10.161.1.1
2odpA03,2.40.10.10.161.2.1
7u5bJ01,2.40.10.10.162.1.1
3stjA01,2.40.10.10.163.1.1
2w5eA01,2.40.10.10.164.1.1
4yo1A01,2.40.10.10.165.1.1
2b9lA01,2.40.10.10.168.1.1
4f4oC02,2.40.10.10.169.1.2
5eokA05,2.40.10.10.170.2.1
1z8rA01,2.40.10.10.171.1.2
2hntE00,2.40.10.10.173.1.1
1eptA00,2.40.10.10.175.1.1
2hrvA01,2.40.10.10.177.1.1
3nxpA02,2.40.10.10.178.1.1
2xrcC04,2.40.10.10.179.1.1
4bxsA02,2.40.10.10.180.1.1
1gpzA02,2.40.10.10.181.1.1
3su0A01,2.40.10.120.1.1.1
1befA01,2.40.10.120.6.1.2
2wv9A01,2.40.10.120.10.2.3
2o8mB01,2.40.10.120.11.1.1
4ri0A01,2.40.10.120.12.2.1
2f4lA02,2.40.10.120.13.1.1
3otpA01,2.40.10.120.14.3.1
4b6eB01,2.40.10.120.15.1.1
4m9fA00,2.40.10.120.16.1.1
2ijd101,2.40.10.120.17.1.1
2ok5A02,2.40.10.120.18.1.1
1wxrA01,2.40.10.120.19.1.1
3h09A01,2.40.10.120.20.1.1
3szeA01,2.40.10.120.21.2.1
1fx0B01,2.40.10.170.3.2.1
3dclA02,2.40.10.170.4.1.1
4kbmB01,2.40.10.170.5.1.1
2lqkA00,2.40.10.170.6.1.1
6tdyD01,2.40.10.170.7.1.1
2eyqA05,2.40.10.170.9.1.1
3mlqH00,2.40.10.170.10.1.1
2lt1A00,2.40.10.170.13.1.1
1k0hA00,2.40.10.180.1.1.1
1vwxf00,2.40.10.190.1.4.1
4ac9C04,2.40.10.190.2.1.1
2lp6A00,2.40.10.190.3.1.1
2ipqX02,2.40.10.200.1.1.1
2pp6A02,2.40.10.210.1.1.1
4rt0A00,2.40.10.220.1.1.1
2rdeA02,2.40.10.220.2.1.1
1ywuA00,2.40.10.220.4.1.1
3kyfA02,2.40.10.220.5.1.1
5ejlA02,2.40.10.220.6.1.1
4i86A00,2.40.10.220.7.1.1
3cnrB00,2.40.10.220.8.1.1
4p02A03,2.40.10.220.9.1.1
3u28C00,2.40.10.230.1.1.1
2ey4D00,2.40.10.230.2.1.1
2v3mA00,2.40.10.230.3.1.1
2eqnA01,2.40.10.230.4.1.1
1wdiA02,2.40.10.240.1.2.1
1yy3A02,2.40.10.240.2.1.1
1qz8A01,2.40.10.250.1.2.1
5c94A00,2.40.10.250.2.2.1
6toaE01,2.40.10.270.2.1.1
2kcaA00,2.40.10.270.3.1.1
2kz4A00,2.40.10.270.4.1.1
3dsoA00,2.40.10.300.1.1.1
7r7cr01,2.40.10.310.1.1.1
2kcoA01,2.40.10.310.2.2.1
2l6oA01,2.40.10.320.1.1.1
4dt4A02,2.40.10.330.1.1.1
5i7pA02,2.40.10.330.2.1.1
3prbA02,2.40.10.330.3.1.1
2kr7A02,2.40.10.330.4.1.1
2qf4A01,2.40.10.340.1.1.1
2j5uA02,2.40.10.340.2.1.1
2qf4A02,2.40.10.350.1.1.1
2j5uA03,2.40.10.350.2.1.1
6zlvA01,2.40.10.350.3.1.1
2m3xC02,2.40.10.360.1.1.1
3f3bA00,2.40.10.370.1.1.1
3fo8D02,2.40.10.380.1.1.1
3nrlA00,2.40.10.390.1.1.1
3w1eA03,2.40.10.410.1.1.1
4q63A00,2.40.10.430.1.1.1
2ymsB00,2.40.10.480.1.1.1
2ymsC00,2.40.10.480.2.1.1
3ww7A00,2.40.10.500.1.1.2
2aegA01,2.40.10.510.1.1.1
2ky9A02,2.40.10.520.1.1.1
1a1xA00,2.40.15.10.1.1.1
1jsgA00,2.40.15.10.2.1.1
1i71A00,2.40.20.10.1.2.1
6ba5M00,2.40.20.10.2.2.1
1a0hA01,2.40.20.10.6.1.2
5fwsA01,2.40.20.10.7.1.1
2pf2A00,2.40.20.10.9.1.2
2dohX00,2.40.20.10.10.1.1
2k4rA00,2.40.20.10.11.1.1
2eixA01,2.40.30.10.1.2.1
5ylyA01,2.40.30.10.1.3.1
6k2lA01,2.40.30.10.2.2.1
2gpjA01,2.40.30.10.2.3.1
1kk1A02,2.40.30.10.3.2.1
1g7sA02,2.40.30.10.4.3.1
1ja1A02,2.40.30.10.5.1.2
5gxuB01,2.40.30.10.5.2.1
1cqxA02,2.40.30.10.7.1.1
4g1vA02,2.40.30.10.7.3.1
4he6A00,2.40.30.10.8.1.1
1f60A03,2.40.30.10.9.1.1
1kjzA03,2.40.30.10.10.2.1
1a8pA01,2.40.30.10.11.1.3
2xnjA01,2.40.30.10.11.2.1
7ylrA01,2.40.30.10.12.1.1
1e62A01,2.40.30.10.13.2.1
1b23P03,2.40.30.10.15.1.1
1krhA02,2.40.30.10.16.1.1
4dqlB01,2.40.30.10.17.2.1
2hcjB02,2.40.30.10.18.1.3
4wqmA02,2.40.30.10.20.1.1
2dy1A02,2.40.30.10.21.1.1
2qtlA02,2.40.30.10.22.1.1
4b43A03,2.40.30.10.24.1.1
2bm0A02,2.40.30.10.25.2.1
3wndA03,2.40.30.10.26.1.1
1ddgA01,2.40.30.10.27.1.1
5tr9A01,2.40.30.10.28.1.1
2ok7A01,2.40.30.10.30.1.1
2piaA01,2.40.30.10.31.1.1
6mv2A02,2.40.30.10.32.1.1
2r6hA01,2.40.30.10.33.2.1
1wb1A02,2.40.30.10.35.2.1
2yweA02,2.40.30.10.37.1.1
1r5bA03,2.40.30.10.38.1.1
5h7jA02,2.40.30.10.39.1.1
4yhbA01,2.40.30.10.40.1.1
1ep3B01,2.40.30.10.41.1.1
3p26A03,2.40.30.10.42.1.1
3mcaA03,2.40.30.10.42.2.1
1g7sA04,2.40.30.10.43.1.1
1xe1A00,2.40.30.10.44.1.1
8b6zA02,2.40.30.10.45.1.2
1qfjA01,2.40.30.10.47.1.1
3p26B02,2.40.30.10.48.1.1
3mcaA01,2.40.30.10.49.1.1
4zciA02,2.40.30.10.50.1.1
1vq8B02,2.40.30.10.51.1.1
1zunB03,2.40.30.10.52.1.1
1r5bA02,2.40.30.10.53.1.1
1wb1A03,2.40.30.10.54.1.1
2derA03,2.40.30.10.55.2.1
1vx4404,2.40.30.10.56.1.2
4zgnB00,2.40.30.10.58.1.1
3v76A02,2.40.30.10.59.1.1
2rc5B01,2.40.30.10.60.1.1
3wbiA04,2.40.30.10.61.1.1
1zunB02,2.40.30.10.62.1.1
8gz3B01,2.40.30.10.67.1.1
2bn4B03,2.40.30.10.68.1.1
3e1yE01,2.40.30.10.69.1.1
7syvx01,2.40.30.10.70.1.1
1aipE03,2.40.30.10.71.1.1
1vwxB02,2.40.30.10.72.1.3
1tvcA01,2.40.30.10.74.1.1
1d1nA00,2.40.30.10.75.1.1
2crvA01,2.40.30.10.75.2.1
1vw3C01,2.40.30.10.76.1.1
1v0fB03,2.40.30.20.1.1.1
3a35A01,2.40.30.20.2.1.1
3a35A02,2.40.30.20.3.1.1
4g6iB01,2.40.30.20.5.1.1
1i8dC02,2.40.30.20.6.1.1
4g6iC02,2.40.30.20.7.1.1
1kzlA02,2.40.30.20.7.2.1
1i8dA01,2.40.30.20.8.1.1
7nkdA01,2.40.30.20.9.1.1
3gqbA01,2.40.30.20.11.2.1
2wssA01,2.40.30.20.16.2.1
6oqrA01,2.40.30.20.17.1.1
2vbuA01,2.40.30.30.1.1.1
5trdA02,2.40.30.30.2.1.1
1n08A00,2.40.30.30.3.2.1
3zugB02,2.40.30.30.4.1.1
1mrzB02,2.40.30.30.5.1.1
3bnwB00,2.40.30.30.6.1.1
3op1A02,2.40.30.30.7.1.1
3isxA02,2.40.30.40.1.1.1
4x8iA02,2.40.30.40.1.3.2
2wyrB02,2.40.30.40.2.2.1
1vhoA02,2.40.30.40.3.1.1
1yloE02,2.40.30.40.4.1.1
2fvgA02,2.40.30.40.5.1.1
2greF02,2.40.30.40.6.1.1
3kl9A02,2.40.30.40.7.1.1
3cpxA02,2.40.30.40.8.1.1
2dyiA01,2.40.30.60.1.1.1
2f1lA01,2.40.30.60.2.1.1
2qggA01,2.40.30.60.2.2.1
2nv4A00,2.40.30.70.2.1.1
3okxB00,2.40.30.70.3.1.1
1xqbA01,2.40.30.70.4.1.1
2jn9A01,2.40.30.80.1.1.1
2q6iA02,2.40.30.90.1.1.1
2cw5A02,2.40.30.90.3.2.1
5b6iA02,2.40.30.90.4.1.2
2zbvC02,2.40.30.90.5.1.1
2f4nB02,2.40.30.90.6.1.1
2d9rA00,2.40.30.100.1.1.1
3girA04,2.40.30.110.1.1.1
1pj5A05,2.40.30.110.2.1.1
1v5vA03,2.40.30.110.3.1.1
1wosA04,2.40.30.110.3.2.1
1vloA04,2.40.30.110.4.1.1
4paaA05,2.40.30.110.5.1.1
4rlzA02,2.40.30.120.1.1.1
3q39B02,2.40.30.120.2.1.1
6j0qA02,2.40.30.120.2.6.1
4rdlA02,2.40.30.120.3.1.1
2zl7A02,2.40.30.120.3.4.1
3lq6A02,2.40.30.120.4.1.1
4qv2A02,2.40.30.120.5.1.1
5e6tA02,2.40.30.120.7.1.1
2zzeA03,2.40.30.130.1.1.1
3kewA01,2.40.30.130.2.1.1
1ud2A02,2.40.30.140.1.2.1
3bc9A03,2.40.30.140.2.1.1
1k28D03,2.40.30.150.1.1.1
1nrkA03,2.40.30.160.1.1.1
4l8jA02,2.40.30.170.1.1.1
1vf7F01,2.40.30.170.2.1.1
4kktA02,2.40.30.170.3.1.1
3ne5C02,2.40.30.170.4.1.1
3lnnA02,2.40.30.170.5.1.1
3fppA01,2.40.30.170.6.1.1
4tkoB01,2.40.30.170.7.1.1
4dk0A02,2.40.30.170.8.1.1
2v31A01,2.40.30.180.4.1.1
2ztnA02,2.40.30.190.1.1.1
2x8kA01,2.40.30.200.1.1.1
4divV01,2.40.30.200.2.1.1
2wzpP01,2.40.30.210.1.1.1
2kvoA01,2.40.30.220.1.2.1
2gk6A02,2.40.30.230.1.1.1
2xzlA02,2.40.30.230.2.1.1
2m5sA00,2.40.30.240.2.1.1
4xotA03,2.40.30.250.1.1.1
2zxiD02,2.40.30.260.1.1.1
3cp2A02,2.40.30.260.2.1.1
5eanA01,2.40.30.270.1.1.1
4b3fX02,2.40.30.270.2.1.1
4g7wA00,2.40.30.280.1.1.2
6f2mA02,2.40.30.290.1.1.1
2xgjA05,2.40.30.300.1.1.1
4illB01,2.40.30.310.1.1.1
4it4E01,2.40.30.320.1.1.1
4ohvA03,2.40.30.330.1.1.1
2npiA03,2.40.30.330.2.1.1
3t05A02,2.40.33.10.2.2.2
3gg8C03,2.40.33.10.3.1.1
3qtgA02,2.40.33.10.4.1.1
8eq1A01,2.40.33.10.5.1.1
7r6yA01,2.40.33.10.6.1.1
7oo1A01,2.40.33.10.7.2.1
1a3wB03,2.40.33.10.8.1.1
6su1D01,2.40.33.10.9.1.1
5yhhA00,2.40.33.20.1.1.1
1oruA00,2.40.33.20.2.1.1
1o67C00,2.40.33.20.3.1.1
2f9hA00,2.40.33.40.1.1.1
1rcqA01,2.40.37.10.1.1.1
3oo2A01,2.40.37.10.2.4.1
2dy3D01,2.40.37.10.3.3.1
4beuA01,2.40.37.10.4.1.1
5gjnA01,2.40.37.10.6.1.1
3co8A01,2.40.37.10.7.1.1
3hurA01,2.40.37.10.7.2.1
2j66A01,2.40.37.10.8.1.1
6n2aA01,2.40.37.10.9.2.1
3n29B01,2.40.37.10.10.1.1
3mt1A01,2.40.37.10.10.2.1
4eclA01,2.40.37.10.12.1.1
3kw3B01,2.40.37.10.12.2.1
4lusB01,2.40.37.10.13.1.1
5yycA01,2.40.37.10.13.2.1
5zl6A01,2.40.37.10.14.1.1
4xg1A01,2.40.37.10.15.1.2
1tufA01,2.40.37.10.15.3.1
2nvaA01,2.40.37.10.16.1.1
1d7kB01,2.40.37.10.17.1.1
1hkvA01,2.40.37.10.18.1.2
1knwA01,2.40.37.10.19.1.1
3n2oC01,2.40.37.10.20.1.1
4aibA01,2.40.37.10.21.1.1
4v15A01,2.40.37.20.2.1.1
3gwqA01,2.40.37.20.3.1.1
3anuA01,2.40.37.20.4.1.1
4kbxA01,2.40.37.30.1.1.1
3x2hA00,2.40.40.10.1.1.1
1wc2A00,2.40.40.10.2.2.1
1bw3A00,2.40.40.10.3.1.2
3m3gA00,2.40.40.10.4.3.1
3sumB00,2.40.40.10.5.1.1
4avrA00,2.40.40.10.6.1.1
2ae0X01,2.40.40.10.7.1.1
1hd5A00,2.40.40.10.8.1.1
3czbA01,2.40.40.10.10.1.1
4jcwA01,2.40.40.10.11.1.1
2g5dA01,2.40.40.10.12.1.1
3d30A01,2.40.40.10.13.1.1
1n10A01,2.40.40.10.14.1.2
7xc8A01,2.40.40.10.15.1.1
2kqaA00,2.40.40.10.16.1.1
1aw8B00,2.40.40.20.1.1.1
3ougA00,2.40.40.20.3.1.1
2napA04,2.40.40.20.6.1.1
1ogyA04,2.40.40.20.6.2.3
3hu1A01,2.40.40.20.8.1.1
6cz7C02,2.40.40.20.9.1.1
1g8kA04,2.40.40.20.10.1.1
7nz1G01,2.40.40.20.11.1.1
1twfA03,2.40.40.20.12.1.1
2iv2X04,2.40.40.20.13.1.1
2ki8A01,2.40.40.20.14.2.1
1qcsA01,2.40.40.20.15.1.1
1wlfA01,2.40.40.20.16.1.1
8e9gG01,2.40.40.20.18.1.1
2e7zA04,2.40.40.20.19.1.1
4ga6A01,2.40.40.20.21.1.1
1dmrA04,2.40.40.20.23.1.2
1yleA02,2.40.40.20.24.1.1
1q16A13,2.40.40.20.25.1.1
1cr5A01,2.40.40.20.26.1.1
1ynjD04,2.40.40.20.27.1.1
1h0hA04,2.40.40.20.28.2.1
2vpzA05,2.40.40.20.29.1.1
1cz4A01,2.40.40.20.31.1.1
1ti2A04,2.40.40.20.32.1.1
1zc1A01,2.40.40.50.1.1.1
4nohA02,2.40.40.60.1.1.1
1icwB00,2.40.50.40.1.1.1
4hcsA00,2.40.50.40.2.1.1
1azpA00,2.40.50.40.3.1.2
1eqtA00,2.40.50.40.4.1.2
1e0bA00,2.40.50.40.8.2.1
1dz1A00,2.40.50.40.10.1.2
1nr4C00,2.40.50.40.12.1.1
1eotA00,2.40.50.40.13.2.3
1a15A00,2.40.50.40.14.1.1
2b2tB02,2.40.50.40.17.1.1
1f9qD00,2.40.50.40.18.2.1
1ha6A00,2.40.50.40.19.1.2
4qucA00,2.40.50.40.20.1.1
1g6zA00,2.40.50.40.21.3.1
1zxtA01,2.40.50.40.23.1.1
2m2lA00,2.40.50.40.25.2.1
5wb2B00,2.40.50.40.26.1.2
4iupB01,2.40.50.40.27.1.1
1lv9A00,2.40.50.40.30.1.1
4oijA00,2.40.50.40.31.1.1
3mtsA00,2.40.50.40.32.1.1
5cbeE00,2.40.50.40.34.1.1
3d6wB01,2.40.50.40.35.1.1
2n54B00,2.40.50.40.36.1.1
2h1eA02,2.40.50.40.37.1.1
2b2tC00,2.40.50.40.42.1.2
2n88A00,2.40.50.40.44.1.2
6guuA01,2.40.50.40.46.1.1
2epbA00,2.40.50.40.49.2.1
1eigA00,2.40.50.40.50.1.1
1rjtA00,2.40.50.40.51.1.1
2d9uA00,2.40.50.40.52.1.1
2kumA01,2.40.50.40.54.1.1
2hdlA00,2.40.50.40.55.1.1
2mp1A00,2.40.50.40.56.1.1
2dy7A00,2.40.50.40.57.1.1
1x32A00,2.40.50.40.58.1.1
2rsoA00,2.40.50.40.60.1.1
4fnfA00,2.40.50.50.1.1.1
1afpA00,2.40.50.60.1.2.1
1c48A00,2.40.50.70.1.1.1
1a2tA00,2.40.50.90.1.1.4
5ygbA01,2.40.50.90.2.1.1
2wacA01,2.40.50.90.3.2.1
3bdlA03,2.40.50.90.4.1.1
5j39A01,2.40.50.90.5.1.1
3bdlA02,2.40.50.90.6.1.1
4b9wA01,2.40.50.90.7.1.1
3bdlA01,2.40.50.90.8.1.1
4qmgA02,2.40.50.90.9.1.1
4qmgC01,2.40.50.90.10.1.1
1z6hA00,2.40.50.100.1.2.1
1gutA00,2.40.50.100.2.2.1
1fr3A00,2.40.50.100.3.1.1
1b9mB02,2.40.50.100.4.1.1
1b9mA03,2.40.50.100.5.1.1
3fmcA02,2.40.50.100.6.1.1
3n6rA04,2.40.50.100.7.3.1
2ejmA01,2.40.50.100.7.5.1
4iqzB01,2.40.50.100.8.1.1
4tkoB02,2.40.50.100.9.2.1
1ci3M02,2.40.50.100.10.2.1
5ze9A03,2.40.50.100.11.1.1
1bdoA00,2.40.50.100.12.1.1
1g29103,2.40.50.100.13.1.1
2je6I01,2.40.50.100.14.1.1
5bn3A03,2.40.50.100.15.1.1
2it1A02,2.40.50.100.16.1.1
1vf7A02,2.40.50.100.17.1.1
3d4rB02,2.40.50.100.21.1.1
1hczA02,2.40.50.100.22.1.1
1fycA00,2.40.50.100.23.1.1
2a6hC05,2.40.50.100.24.1.1
2awnC02,2.40.50.100.25.1.1
4kksA03,2.40.50.100.26.1.1
1oxxK03,2.40.50.100.27.1.1
2yyzA02,2.40.50.100.30.1.1
3va7A07,2.40.50.100.31.1.1
4iqzA02,2.40.50.100.33.1.1
3lnnA03,2.40.50.100.34.1.1
1ynjJ02,2.40.50.100.35.1.2
3ne5B03,2.40.50.100.36.1.1
3d31A03,2.40.50.100.37.1.1
1v8qA00,2.40.50.100.38.1.1
3fppA02,2.40.50.100.39.1.1
4ifdG01,2.40.50.100.40.1.1
2aujD03,2.40.50.100.41.1.1
1ynjD03,2.40.50.100.42.1.2
2aujD01,2.40.50.100.43.1.1
4rcnB02,2.40.50.100.44.1.1
3m7nA01,2.40.50.100.46.1.1
2edgA00,2.40.50.100.47.1.2
3tzuA00,2.40.50.100.47.7.1
2nn6H01,2.40.50.100.48.2.2
2nn6G01,2.40.50.100.49.1.1
5a35A00,2.40.50.100.50.1.1
4tquS02,2.40.50.100.53.1.1
4ljzC06,2.40.50.100.55.1.1
2ba0A01,2.40.50.100.56.1.1
2nn6I01,2.40.50.100.59.1.1
4v19000,2.40.50.100.62.1.2
2dn8A01,2.40.50.100.63.1.1
1k8mA00,2.40.50.100.64.3.1
1ghjA00,2.40.50.100.65.1.1
1gjxA00,2.40.50.100.66.3.1
2lmcB00,2.40.50.100.67.1.1
1b44D00,2.40.50.110.1.1.3
1fnuA01,2.40.50.110.2.3.1
2nttA02,2.40.50.110.3.1.1
5fkaC02,2.40.50.110.4.1.2
6ro0F00,2.40.50.110.5.1.1
3tssA02,2.40.50.110.6.1.1
2iciA02,2.40.50.110.7.1.1
3mc0B02,2.40.50.110.7.2.1
1eu3A02,2.40.50.110.8.1.1
4bwgD00,2.40.50.110.9.2.1
1enfA01,2.40.50.110.10.1.1
1et9A02,2.40.50.110.11.1.1
2r61A02,2.40.50.110.12.1.1
5i4dA02,2.40.50.110.13.1.2
4rfbA02,2.40.50.110.13.2.1
2rdgA02,2.40.50.110.14.1.1
1ty0A02,2.40.50.110.15.1.1
1an8A02,2.40.50.110.15.2.1
6ro0B02,2.40.50.110.16.1.1
6ro0D00,2.40.50.110.17.1.1
2j4xA02,2.40.50.110.18.1.1
4z9cB00,2.40.50.110.19.1.2
1v1pB02,2.40.50.110.20.2.1
1jb3A00,2.40.50.120.1.1.1
2b39A13,2.40.50.120.2.1.2
3ckiB00,2.40.50.120.3.2.1
2e2dC02,2.40.50.120.6.1.1
6mavB02,2.40.50.120.6.2.1
1xweA01,2.40.50.120.7.1.1
5jpnC02,2.40.50.120.8.1.1
1uapA00,2.40.50.120.9.1.1
3nemA01,2.40.50.140.1.2.1
1wydA01,2.40.50.140.1.3.1
3trzA01,2.40.50.140.2.1.2
4gs3A00,2.40.50.140.3.1.1
1o7iB00,2.40.50.140.4.1.1
1gd7A00,2.40.50.140.5.4.1
4jbjA01,2.40.50.140.6.1.2
4jbmB01,2.40.50.140.6.5.1
1jt8A00,2.40.50.140.7.2.1
3k0xA00,2.40.50.140.8.1.1
4pofA02,2.40.50.140.10.1.1
4me3A02,2.40.50.140.10.2.1
6nhxA02,2.40.50.140.11.1.1
4damC00,2.40.50.140.12.1.1
1ewiA00,2.40.50.140.13.1.1
1se8A02,2.40.50.140.15.1.1
5odnC00,2.40.50.140.16.3.1
2cwaA01,2.40.50.140.17.1.2
3rn5A02,2.40.50.140.18.4.1
3udfA03,2.40.50.140.20.1.1
2xgtB01,2.40.50.140.21.1.1
4l5rC02,2.40.50.140.22.2.1
1pxfA00,2.40.50.140.23.2.1
1l0wA01,2.40.50.140.24.2.1
1go3E01,2.40.50.140.25.1.1
2k5vA00,2.40.50.140.26.1.1
2je6I02,2.40.50.140.27.1.1
2e8gA02,2.40.50.140.28.1.1
4qy7A01,2.40.50.140.29.1.1
1ae2A00,2.40.50.140.30.1.1
8aa9A01,2.40.50.140.31.1.1
3fhwA00,2.40.50.140.32.1.1
3zjyC00,2.40.50.140.34.1.2
3en2A00,2.40.50.140.35.1.1
3u4vA00,2.40.50.140.36.1.1
1v1qA00,2.40.50.140.37.1.1
1smxA00,2.40.50.140.38.2.1
3go5A02,2.40.50.140.39.1.1
1quqB00,2.40.50.140.40.1.1
1ue6D00,2.40.50.140.42.1.1
6rarI02,2.40.50.140.43.1.1
1jb7A02,2.40.50.140.44.1.1
3k7uC00,2.40.50.140.45.1.1
1pybA00,2.40.50.140.46.2.1
6rupA00,2.40.50.140.47.1.1
2pi2D00,2.40.50.140.48.1.1
2rhsD02,2.40.50.140.49.1.1
2wfwB02,2.40.50.140.50.1.2
2lssA00,2.40.50.140.51.4.1
2q2tA03,2.40.50.140.52.1.1
2vw9B00,2.40.50.140.53.1.1
1z9fA00,2.40.50.140.53.2.1
1x6oA02,2.40.50.140.55.1.1
3kojB00,2.40.50.140.56.1.1
2hqlA01,2.40.50.140.57.1.1
3ulpD00,2.40.50.140.58.1.1
4owwB00,2.40.50.140.59.1.1
2asbA01,2.40.50.140.60.1.1
3mxnB00,2.40.50.140.61.1.1
5zg8A01,2.40.50.140.62.1.1
3u4zA00,2.40.50.140.64.1.1
1luzA00,2.40.50.140.66.1.1
3bzcA05,2.40.50.140.67.1.1
4joiC00,2.40.50.140.69.1.1
7k98B01,2.40.50.140.70.1.1
4dkaC00,2.40.50.140.71.1.1
3go5A03,2.40.50.140.72.1.1
1fguB01,2.40.50.140.73.1.1
1t9hA01,2.40.50.140.74.1.1
1ah9A00,2.40.50.140.75.1.7
3d0fA01,2.40.50.140.76.1.1
1a62A02,2.40.50.140.77.1.1
3f2bA01,2.40.50.140.78.1.1
4hikA00,2.40.50.140.79.1.1
3f8tA02,2.40.50.140.80.1.1
5gqoA00,2.40.50.140.81.1.1
1a0iA02,2.40.50.140.82.1.1
1u5kA01,2.40.50.140.83.1.1
3kf6A00,2.40.50.140.84.1.1
3k8aB00,2.40.50.140.85.1.1
1ybyA02,2.40.50.140.87.2.1
2i5hA01,2.40.50.140.88.1.1
4up7A01,2.40.50.140.90.4.1
1khiA02,2.40.50.140.91.1.1
3f1zI00,2.40.50.140.92.1.1
7zhhA02,2.40.50.140.94.1.1
1y14D02,2.40.50.140.95.1.1
2c35B02,2.40.50.140.95.2.1
1dgsA04,2.40.50.140.96.2.1
2ja9A01,2.40.50.140.97.1.1
5jjiE01,2.40.50.140.98.1.1
2cfmA03,2.40.50.140.99.1.1
6p0cA04,2.40.50.140.99.2.1
1b7yB02,2.40.50.140.100.1.1
1kl9A01,2.40.50.140.102.1.1
7lmaF01,2.40.50.140.103.1.1
1uwvA01,2.40.50.140.104.1.1
3irbA02,2.40.50.140.105.1.1
3aqqA00,2.40.50.140.106.1.1
2id0A04,2.40.50.140.107.1.1
4gnxA00,2.40.50.140.108.1.1
1uebA02,2.40.50.140.109.1.1
3m7nA02,2.40.50.140.111.1.1
3kf8B00,2.40.50.140.112.1.1
1xjvA01,2.40.50.140.113.1.1
3cp0A00,2.40.50.140.114.1.1
3oyyA02,2.40.50.140.115.1.1
1vq8A01,2.40.50.140.117.1.1
3o58B01,2.40.50.140.117.3.3
7d58G02,2.40.50.140.120.2.1
1fguB02,2.40.50.140.121.1.1
2wfwA01,2.40.50.140.122.1.1
2vl6A02,2.40.50.140.123.1.1
1bkbA02,2.40.50.140.125.1.1
2eifA02,2.40.50.140.125.2.1
2vnuD04,2.40.50.140.126.1.1
4rg1A02,2.40.50.140.127.1.1
3m4pA01,2.40.50.140.128.1.1
1cukA01,2.40.50.140.129.1.1
1ixrA01,2.40.50.140.129.2.1
6rjiA03,2.40.50.140.130.2.1
3oyyB03,2.40.50.140.130.3.1
3q8dA01,2.40.50.140.131.1.1
1eovA01,2.40.50.140.132.2.1
3i7fA01,2.40.50.140.132.3.1
1ckmA02,2.40.50.140.133.1.1
4pz7A01,2.40.50.140.135.1.1
2vqeL00,2.40.50.140.136.1.1
1xjvA02,2.40.50.140.137.1.1
3cqzH00,2.40.50.140.138.1.1
3h0gH00,2.40.50.140.138.2.1
4glaC00,2.40.50.140.139.1.1
4oonA03,2.40.50.140.140.1.1
3er0A02,2.40.50.140.141.4.1
2ba0A02,2.40.50.140.142.1.1
2r7dA03,2.40.50.140.143.1.1
2id0A01,2.40.50.140.144.1.1
2haxA01,2.40.50.140.145.1.1
1iyjB02,2.40.50.140.146.1.2
8aasC01,2.40.50.140.147.1.1
3u50C01,2.40.50.140.148.1.1
4joiA00,2.40.50.140.149.1.1
1gm5A03,2.40.50.140.150.1.1
2jjqA01,2.40.50.140.151.1.1
2it1A03,2.40.50.140.152.1.1
3s24A03,2.40.50.140.153.1.1
1oxxK02,2.40.50.140.154.1.1
4pmwA04,2.40.50.140.156.1.1
4npsA02,2.40.50.140.158.1.1
4gnxB00,2.40.50.140.159.1.1
1hh2P02,2.40.50.140.160.1.1
3psiA06,2.40.50.140.161.1.1
2qgqA02,2.40.50.140.163.1.1
1bvsA01,2.40.50.140.164.1.2
1eujA00,2.40.50.140.165.1.1
6aqgA01,2.40.50.140.166.1.1
2bh8B01,2.40.50.140.167.1.1
1v43A03,2.40.50.140.168.1.1
1vw3B01,2.40.50.140.169.3.1
3j7yD01,2.40.50.140.170.1.1
2rf4E02,2.40.50.140.171.1.1
5aj3Q00,2.40.50.140.172.1.2
3hkzG00,2.40.50.140.173.1.2
3a5zD02,2.40.50.140.174.2.1
3l2pA04,2.40.50.140.176.1.1
2hivA03,2.40.50.140.176.2.1
2wg5F02,2.40.50.140.178.1.1
2rcnA01,2.40.50.140.179.1.1
1p16B02,2.40.50.140.180.1.1
1z47A03,2.40.50.140.182.1.1
3wwvA00,2.40.50.140.183.1.1
2exdA00,2.40.50.140.183.2.1
1l1oF01,2.40.50.140.186.1.1
1k3rA02,2.40.50.140.189.1.1
1ripA00,2.40.50.140.190.1.2
2ahoB01,2.40.50.140.191.1.1
6nrzA01,2.40.50.140.193.1.1
2awnC03,2.40.50.140.194.1.1
